Age,Gender,Income,Education,Nationality,MonthlySpend,PurchaseFreq,PlatformsUsed,MainInfluencerTier,AdFormat,InfluencerCount,MostTrustedPlatform,PurchasedFromInfluencer,WouldRecommend,PurchaseChallenge,InfluencerContentType,WillingnessToTry,WillingnessToPayExtra,MarketingEffectiveness,OnlineCommunityMember,BiggestTurnoff,DiscoveryChannel,PurchaseTimeAfterAd,PurchaseInfluencingFactors
21,Female,10-20k,Bachelors,Expat-Arab,100-250,Quarterly,"Facebook, TikTok, YouTube",Macro,Reel,1-3,TikTok,No,No,Expensive,"Reel, Video, Story",Unlikely,No,Neutral,No,None,SocialMedia,Later,"Influencer, Reviews"
25,Male,<5k,Masters,Expat-Asian,250-500,Monthly,TikTok,Micro,Post,4-7,TikTok,No,No,NotSure,"Reel, Post, Video",VeryUnlikely,26-50%,SomewhatEffective,No,Unrelatable,InStore,Month,"Influencer, Price"
29,Female,5-10k,HighSchool,Expat-Asian,100-250,Monthly,YouTube,Micro,Reel,4-7,YouTube,Yes,Yes,NotSure,"Reel, Post, Story",Likely,1-10%,Neutral,No,Repetitive,SocialMedia,Week,"Brand, Reviews"
33,Male,30k+,Bachelors,Expat-Asian,<100,Quarterly,"Instagram, Snapchat, TikTok",Macro,Reel,1-3,Instagram,No,No,Expensive,"Story, Post",Neutral,No,HighlyEffective,No,Repetitive,OnlineSearch,Week,"Friends, Price"
41,Female,10-20k,Bachelors,Expat-Arab,250-500,Quarterly,TikTok,Micro,Story,1-3,TikTok,No,No,TooManyOptions,"Video, Reel",Neutral,1-10%,Neutral,Yes,Repetitive,SocialMedia,Week,"Price, Reviews"
37,Female,5-10k,Bachelors,Expat-Western,250-500,Quarterly,Instagram,Micro,Reel,1-3,Instagram,Yes,Yes,TooManyOptions,"Story, Video",Neutral,1-10%,SomewhatEffective,No,Overpromo,SocialMedia,Month,"Influencer, Friends"
29,Female,5-10k,Doctorate,Expat-Arab,250-500,Quarterly,Snapchat,Micro,Reel,None,Snapchat,Yes,Yes,NotSure,Video,VeryUnlikely,No,SomewhatEffective,No,Overpromo,SocialMedia,Month,"Brand, Ingredients"
30,Male,5-10k,Masters,Emirati,250-500,Weekly,"YouTube, Instagram, Facebook",Micro,Post,1-3,YouTube,Yes,Yes,NotSure,"Reel, Story",VeryLikely,1-10%,Neutral,No,Repetitive,OnlineSearch,Month,"Price, Reviews"
23,Male,5-10k,Bachelors,Expat-Asian,250-500,Quarterly,Facebook,Macro,Post,1-3,Facebook,Yes,Yes,NotSure,Reel,Neutral,11-25%,Neutral,No,Repetitive,FriendsFamily,Month,"Reviews, Price"
30,Male,5-10k,Masters,Expat-Asian,100-250,Monthly,"Instagram, YouTube, TikTok",Macro,Story,4-7,Instagram,Yes,Yes,HardToFind,"Post, Story",Neutral,11-25%,NotEffective,Yes,Overpromo,OnlineSearch,Later,"Reviews, Ingredients"
28,Male,<5k,Bachelors,Expat-Western,100-250,Monthly,Instagram,Micro,Reel,8+,Instagram,No,No,Expensive,"Reel, Video, Story",Unlikely,No,SomewhatEffective,No,Inauthentic,SocialMedia,Never,"Price, Influencer"
33,Male,10-20k,HighSchool,Expat-Arab,<100,Monthly,"TikTok, Instagram",Micro,Video,None,Instagram,Yes,Yes,Expensive,Reel,Unlikely,11-25%,Neutral,No,Repetitive,FriendsFamily,Month,"Brand, Influencer"
25,Female,5-10k,Bachelors,Expat-Arab,<100,Monthly,Snapchat,Micro,Video,1-3,Snapchat,Yes,Yes,HardToFind,"Reel, Video",VeryUnlikely,No,SomewhatEffective,No,Inauthentic,SocialMedia,Later,"Price, Brand"
34,Female,20-30k,Bachelors,Expat-Western,250-500,Monthly,"YouTube, Snapchat, Facebook",Macro,Reel,4-7,Snapchat,Yes,Yes,NotSure,"Video, Reel",Likely,26-50%,SomewhatEffective,No,Inauthentic,OnlineSearch,Month,"Brand, Ingredients"
41,Male,20-30k,Bachelors,Expat-Asian,500-1000,Monthly,Snapchat,Micro,Reel,4-7,Snapchat,No,Yes,NotSure,"Post, Video, Reel",Unlikely,No,NotEffective,No,Repetitive,SocialMedia,Never,"Brand, Reviews"
30,Female,5-10k,Bachelors,Expat-Arab,1000+,Monthly,"Snapchat, Instagram, Facebook",Mega,Story,4-7,Facebook,Yes,Yes,NotSure,"Post, Reel",Likely,1-10%,HighlyEffective,No,Overpromo,OnlineSearch,Later,"Friends, Reviews"
33,Female,10-20k,Masters,Expat-Asian,250-500,Monthly,"Snapchat, Facebook, YouTube",Micro,Reel,1-3,YouTube,No,No,Expensive,"Reel, Story, Video",Likely,1-10%,SomewhatEffective,No,Unrelatable,SocialMedia,Never,"Friends, Brand"
35,Female,10-20k,Bachelors,Expat-Asian,100-250,Monthly,Instagram,Micro,Post,1-3,Instagram,Yes,Yes,Expensive,"Reel, Story",Likely,No,SomewhatEffective,Yes,Repetitive,OnlineSearch,Month,"Ingredients, Friends"
28,Female,20-30k,Bachelors,Expat-Asian,<100,Monthly,"TikTok, Snapchat, Facebook",Mega,Story,1-3,Snapchat,Yes,Yes,NotSure,Post,Unlikely,11-25%,HighlyEffective,Yes,Overpromo,SocialMedia,Later,"Price, Friends"
32,Female,5-10k,HighSchool,Expat-Asian,500-1000,Monthly,YouTube,Macro,Reel,8+,YouTube,Yes,Yes,NotSure,Reel,VeryUnlikely,1-10%,NotEffective,Yes,Overpromo,SocialMedia,Month,"Influencer, Ingredients"
31,Female,10-20k,HighSchool,Expat-Western,250-500,Quarterly,"Facebook, YouTube",Micro,Post,1-3,YouTube,Yes,Yes,NotTrusted,"Reel, Post, Video",Likely,No,SomewhatEffective,No,Inauthentic,InStore,Week,"Price, Ingredients"
31,Other,10-20k,Bachelors,Expat-Western,250-500,Quarterly,"YouTube, Facebook, Snapchat",Mega,Reel,4-7,Snapchat,Yes,Yes,NotTrusted,"Story, Reel",VeryLikely,1-10%,SomewhatEffective,Yes,Inauthentic,OnlineSearch,Week,"Friends, Price"
25,Female,5-10k,Bachelors,Expat-Asian,250-500,Quarterly,"TikTok, Snapchat, Instagram",Macro,Reel,1-3,Snapchat,Yes,Yes,Expensive,"Reel, Post, Story",Unlikely,1-10%,Neutral,Yes,Repetitive,OnlineSearch,Later,"Price, Influencer"
31,Male,<5k,Masters,Emirati,250-500,Monthly,"TikTok, YouTube, Snapchat",Mega,Story,8+,YouTube,Yes,Yes,NotSure,"Story, Reel, Post",Neutral,No,SomewhatEffective,Yes,Overpromo,SocialMedia,Immediate,"Price, Influencer"
34,Female,10-20k,HighSchool,Expat-Western,500-1000,Quarterly,"Instagram, Facebook, TikTok",Macro,Story,1-3,Instagram,No,No,Expensive,"Story, Reel",VeryUnlikely,50%+,SomewhatEffective,Yes,Inauthentic,SocialMedia,Month,"Brand, Price"
41,Male,10-20k,HighSchool,Expat-Asian,<100,Monthly,"TikTok, Snapchat",Macro,Video,1-3,Snapchat,Yes,Yes,NotSure,Reel,Likely,26-50%,HighlyEffective,No,Inauthentic,SocialMedia,Month,"Price, Ingredients"
37,Female,5-10k,Bachelors,Expat-Asian,250-500,Monthly,"Snapchat, TikTok",Celebrity,Reel,1-3,Snapchat,No,No,Expensive,Story,VeryLikely,No,SomewhatEffective,Yes,Overpromo,SocialMedia,Month,"Influencer, Brand"
46,Female,10-20k,Bachelors,Expat-Arab,500-1000,Monthly,Snapchat,Micro,Story,1-3,Snapchat,Yes,Yes,HardToFind,"Reel, Post, Story",Likely,1-10%,HighlyEffective,No,Overpromo,OnlineSearch,Later,"Influencer, Ingredients"
25,Female,5-10k,HighSchool,Expat-Western,100-250,Quarterly,"Snapchat, YouTube, Instagram",Macro,Story,1-3,YouTube,No,No,Expensive,"Video, Reel, Post",VeryLikely,No,Neutral,No,Unrelatable,Ads,Later,"Ingredients, Reviews"
37,Female,10-20k,Bachelors,Expat-Asian,250-500,Monthly,"TikTok, Snapchat, YouTube",Macro,Reel,None,TikTok,Yes,Yes,TooManyOptions,"Post, Reel, Story",Likely,11-25%,SomewhatEffective,Yes,Overpromo,OnlineSearch,Month,"Ingredients, Price"
32,Female,5-10k,HighSchool,Emirati,100-250,Weekly,"TikTok, Snapchat",Micro,Reel,None,Snapchat,No,No,NotSure,Reel,VeryLikely,26-50%,SomewhatEffective,No,Inauthentic,OnlineSearch,Week,"Price, Brand"
46,Female,20-30k,Bachelors,Expat-Arab,1000+,Monthly,Snapchat,Micro,Post,1-3,Snapchat,No,Yes,NotSure,Post,Likely,No,SomewhatEffective,No,Overpromo,SocialMedia,Month,"Influencer, Friends"
25,Male,5-10k,Bachelors,Expat-Western,<100,Quarterly,"Instagram, Facebook",Micro,Story,4-7,Facebook,No,Yes,NotSure,Post,VeryLikely,11-25%,SomewhatEffective,No,Repetitive,FriendsFamily,Month,"Friends, Reviews"
25,Male,5-10k,Bachelors,Emirati,250-500,Quarterly,"TikTok, YouTube",Macro,Video,1-3,YouTube,Yes,Yes,NotTrusted,"Video, Post, Reel",VeryUnlikely,1-10%,NotEffective,Yes,Inauthentic,OnlineSearch,Week,"Brand, Price"
26,Female,<5k,Bachelors,Other,<100,Monthly,Instagram,Macro,Reel,None,Instagram,No,No,HardToFind,"Reel, Video, Story",Likely,No,HighlyEffective,No,Unrelatable,SocialMedia,Week,"Price, Friends"
18,Male,<5k,Masters,Expat-Asian,250-500,Monthly,"TikTok, Facebook, YouTube",Macro,Video,4-7,Facebook,Yes,Yes,TooManyOptions,Video,Likely,26-50%,Neutral,No,Unrelatable,FriendsFamily,Month,"Reviews, Influencer"
27,Female,10-20k,Bachelors,Expat-Asian,<100,Monthly,"Snapchat, TikTok, Facebook",Micro,Reel,1-3,TikTok,No,No,NotSure,"Story, Reel, Post",Unlikely,1-10%,SomewhatEffective,Yes,Repetitive,FriendsFamily,Week,"Reviews, Price"
25,Male,5-10k,Masters,Expat-Arab,100-250,Quarterly,"YouTube, Instagram",Macro,Video,8+,YouTube,Yes,Yes,NotSure,Video,Neutral,1-10%,SomewhatEffective,No,Inauthentic,InStore,Month,"Influencer, Reviews"
32,Female,20-30k,HighSchool,Expat-Arab,100-250,Monthly,"Snapchat, Facebook",Mega,Post,1-3,Snapchat,Yes,Yes,Expensive,Video,Neutral,1-10%,SomewhatEffective,No,None,FriendsFamily,Week,"Reviews, Friends"
33,Female,<5k,Masters,Expat-Western,500-1000,Quarterly,"Instagram, YouTube",Macro,Reel,None,YouTube,Yes,Yes,HardToFind,Post,Neutral,No,NotEffective,No,Unrelatable,FriendsFamily,Month,"Friends, Ingredients"
44,Female,5-10k,Bachelors,Expat-Arab,100-250,Monthly,Instagram,Macro,Post,1-3,Instagram,Yes,Yes,NotSure,"Video, Story",Unlikely,No,SomewhatEffective,No,Repetitive,SocialMedia,Immediate,"Brand, Friends"
37,Male,5-10k,Bachelors,Expat-Asian,<100,Quarterly,YouTube,Mega,Reel,1-3,YouTube,No,No,TooManyOptions,"Video, Reel",Unlikely,26-50%,SomewhatEffective,No,Inauthentic,FriendsFamily,Never,"Reviews, Influencer"
26,Female,<5k,Bachelors,Expat-Arab,250-500,Weekly,"Instagram, TikTok",Mega,Story,None,Instagram,No,No,Expensive,"Post, Reel, Story",Neutral,1-10%,NotEffective,Yes,Repetitive,Ads,Month,"Influencer, Friends"
24,Female,<5k,Masters,Expat-Arab,250-500,Monthly,"Snapchat, Instagram, YouTube",Macro,Story,None,Snapchat,No,No,Expensive,"Post, Reel",Unlikely,11-25%,NotEffective,No,Repetitive,SocialMedia,Immediate,"Influencer, Reviews"
34,Female,5-10k,Bachelors,Emirati,500-1000,Monthly,"TikTok, Instagram, Facebook",Mega,Video,None,Instagram,No,No,NotSure,Video,Likely,No,SomewhatEffective,No,Overpromo,InStore,Month,"Friends, Brand"
21,Female,10-20k,HighSchool,Expat-Asian,<100,Monthly,Facebook,Macro,Video,1-3,Facebook,No,Yes,Expensive,"Post, Video, Story",Likely,1-10%,NotEffective,No,Overpromo,SocialMedia,Later,"Ingredients, Friends"
43,Female,5-10k,HighSchool,Other,250-500,Weekly,Snapchat,Mega,Post,1-3,Snapchat,Yes,Yes,HardToFind,Video,Unlikely,50%+,Neutral,No,Unrelatable,InStore,Later,"Influencer, Friends"
39,Male,10-20k,Masters,Expat-Arab,100-250,Quarterly,"YouTube, Snapchat, Instagram",Micro,Reel,1-3,Instagram,Yes,No,NotTrusted,Reel,Likely,No,SomewhatEffective,No,Inauthentic,OnlineSearch,Month,"Ingredients, Friends"
27,Female,10-20k,Bachelors,Expat-Arab,<100,Monthly,YouTube,Micro,Story,None,YouTube,Yes,Yes,NotTrusted,"Story, Post, Video",Unlikely,No,SomewhatEffective,No,Repetitive,SocialMedia,Week,"Reviews, Price"
19,Female,<5k,Masters,Expat-Arab,250-500,Quarterly,"Instagram, Facebook, YouTube",Micro,Story,1-3,Instagram,Yes,Yes,NotSure,Video,VeryLikely,1-10%,SomewhatEffective,No,Inauthentic,OnlineSearch,Month,"Friends, Ingredients"
40,Male,5-10k,Bachelors,Expat-Asian,250-500,Quarterly,"TikTok, Facebook",Mega,Reel,1-3,TikTok,Yes,Yes,NotTrusted,"Reel, Post",Likely,No,SomewhatEffective,No,Inauthentic,SocialMedia,Later,"Influencer, Friends"
30,Male,30k+,Bachelors,Expat-Asian,250-500,Monthly,TikTok,Macro,Story,1-3,TikTok,Yes,Yes,NotSure,"Post, Video, Story",VeryUnlikely,No,Neutral,No,Unrelatable,FriendsFamily,Month,"Price, Friends"
39,Male,10-20k,HighSchool,Expat-Western,100-250,Quarterly,"TikTok, YouTube",Micro,Video,None,TikTok,Yes,No,NotSure,"Post, Story",Likely,26-50%,SomewhatEffective,No,Inauthentic,SocialMedia,Later,"Ingredients, Influencer"
19,Male,10-20k,Masters,Expat-Asian,100-250,Quarterly,Instagram,Micro,Post,None,Instagram,Yes,Yes,TooManyOptions,"Post, Video",VeryUnlikely,50%+,HighlyEffective,No,None,FriendsFamily,Week,"Ingredients, Friends"
26,Male,5-10k,Bachelors,Expat-Asian,100-250,Monthly,Snapchat,Mega,Reel,1-3,Snapchat,No,No,NotSure,"Reel, Story, Post",VeryUnlikely,1-10%,Neutral,No,Repetitive,InStore,Week,"Influencer, Brand"
31,Female,10-20k,Masters,Expat-Arab,1000+,Quarterly,"TikTok, YouTube",Mega,Reel,None,TikTok,Yes,Yes,NotSure,Post,Unlikely,11-25%,SomewhatEffective,No,Unrelatable,FriendsFamily,Later,"Ingredients, Reviews"
31,Female,10-20k,Bachelors,Other,100-250,Monthly,"Facebook, Snapchat",Macro,Story,1-3,Snapchat,Yes,Yes,NotTrusted,"Video, Story",Neutral,11-25%,NotEffective,No,Repetitive,FriendsFamily,Month,"Friends, Influencer"
27,Female,10-20k,Bachelors,Expat-Arab,100-250,Monthly,Snapchat,Macro,Story,1-3,Snapchat,No,No,NotTrusted,"Post, Reel",Neutral,1-10%,NotEffective,No,Repetitive,OnlineSearch,Immediate,"Price, Ingredients"
35,Female,30k+,Bachelors,Emirati,100-250,Quarterly,"TikTok, Snapchat",Macro,Reel,1-3,TikTok,Yes,Yes,NotTrusted,"Post, Story",Unlikely,No,NotEffective,No,Inauthentic,OnlineSearch,Week,"Friends, Brand"
23,Male,<5k,Bachelors,Expat-Asian,250-500,Monthly,"YouTube, TikTok, Snapchat",Macro,Reel,1-3,Snapchat,Yes,Yes,NotSure,"Video, Story, Post",Neutral,No,Neutral,No,Repetitive,OnlineSearch,Later,"Price, Reviews"
30,Female,<5k,Masters,Expat-Asian,100-250,Monthly,"Facebook, TikTok, Snapchat",Mega,Story,1-3,TikTok,Yes,Yes,NotSure,Story,Neutral,No,SomewhatEffective,No,Inauthentic,FriendsFamily,Immediate,"Brand, Influencer"
31,Female,10-20k,Masters,Expat-Arab,500-1000,Monthly,"Instagram, Snapchat",Micro,Reel,1-3,Instagram,Yes,Yes,Expensive,Story,VeryUnlikely,No,SomewhatEffective,Yes,Overpromo,FriendsFamily,Immediate,"Brand, Price"
34,Male,20-30k,Masters,Expat-Arab,100-250,Quarterly,"Snapchat, YouTube, Instagram",Macro,Post,4-7,Snapchat,Yes,Yes,NotSure,"Reel, Post, Story",Neutral,No,SomewhatEffective,No,Overpromo,OnlineSearch,Week,"Price, Brand"
35,Female,<5k,Masters,Expat-Asian,500-1000,Quarterly,"TikTok, Instagram, Snapchat",Micro,Post,4-7,Snapchat,Yes,No,HardToFind,"Reel, Post, Story",VeryUnlikely,No,SomewhatEffective,Yes,Unrelatable,SocialMedia,Never,"Influencer, Reviews"
23,Male,5-10k,Bachelors,Expat-Arab,<100,Monthly,"Facebook, YouTube, Instagram",Macro,Story,1-3,Facebook,Yes,Yes,NotSure,Reel,VeryLikely,No,SomewhatEffective,Yes,Inauthentic,InStore,Later,"Influencer, Brand"
20,Female,<5k,Bachelors,Expat-Western,250-500,Quarterly,Facebook,Macro,Post,1-3,Facebook,No,No,NotTrusted,"Reel, Story, Video",VeryLikely,No,HighlyEffective,No,Inauthentic,SocialMedia,Month,"Price, Reviews"
39,Female,5-10k,Masters,Expat-Asian,500-1000,Quarterly,"TikTok, Instagram, YouTube",Macro,Reel,1-3,TikTok,Yes,Yes,TooManyOptions,"Post, Reel, Video",Likely,1-10%,NotEffective,No,Unrelatable,Ads,Month,"Ingredients, Brand"
33,Male,10-20k,HighSchool,Expat-Arab,<100,Weekly,"Instagram, TikTok, YouTube",Micro,Reel,4-7,TikTok,Yes,Yes,NotTrusted,"Story, Video, Post",Likely,No,NotEffective,No,Overpromo,InStore,Week,"Influencer, Price"
25,Male,10-20k,Bachelors,Expat-Asian,1000+,Monthly,"Facebook, TikTok",Macro,Video,None,Facebook,Yes,Yes,Expensive,Reel,Unlikely,11-25%,SomewhatEffective,No,Repetitive,Ads,Week,"Friends, Ingredients"
41,Female,5-10k,Bachelors,Expat-Arab,100-250,Quarterly,"Snapchat, TikTok, Facebook",Micro,Reel,8+,Facebook,No,No,HardToFind,Post,VeryLikely,No,SomewhatEffective,Yes,Unrelatable,FriendsFamily,Later,"Influencer, Reviews"
31,Female,5-10k,Bachelors,Expat-Asian,1000+,Quarterly,TikTok,Micro,Video,1-3,TikTok,Yes,No,HardToFind,"Story, Post",VeryUnlikely,11-25%,SomewhatEffective,No,Inauthentic,Ads,Week,"Influencer, Price"
39,Male,<5k,Doctorate,Expat-Asian,250-500,Quarterly,YouTube,Micro,Reel,1-3,YouTube,No,No,NotSure,Video,Likely,50%+,NotEffective,No,Inauthentic,OnlineSearch,Month,"Price, Brand"
31,Other,5-10k,Bachelors,Expat-Arab,100-250,Monthly,"Snapchat, Instagram",Mega,Reel,None,Snapchat,No,No,NotTrusted,Post,Likely,1-10%,Neutral,Yes,Unrelatable,OnlineSearch,Month,"Brand, Friends"
45,Male,10-20k,Bachelors,Expat-Asian,100-250,Weekly,TikTok,Macro,Video,1-3,TikTok,Yes,Yes,NotSure,"Video, Reel",Likely,11-25%,SomewhatEffective,No,Overpromo,InStore,Week,"Reviews, Ingredients"
43,Female,30k+,HighSchool,Other,100-250,Monthly,Instagram,Macro,Reel,1-3,Instagram,Yes,Yes,NotTrusted,"Video, Reel",Neutral,26-50%,SomewhatEffective,No,Inauthentic,SocialMedia,Month,"Reviews, Ingredients"
29,Other,20-30k,Bachelors,Expat-Arab,<100,Monthly,"YouTube, Snapchat, Instagram",Macro,Post,None,YouTube,Yes,Yes,TooManyOptions,Video,VeryLikely,No,SomewhatEffective,No,Overpromo,SocialMedia,Month,"Ingredients, Reviews"
37,Male,<5k,Bachelors,Expat-Western,<100,Monthly,"Facebook, Instagram, TikTok",Macro,Reel,1-3,TikTok,Yes,Yes,Expensive,"Post, Story, Reel",VeryLikely,50%+,NotEffective,No,Inauthentic,OnlineSearch,Later,"Reviews, Brand"
35,Male,20-30k,Bachelors,Expat-Arab,<100,Quarterly,Facebook,Macro,Video,4-7,Facebook,Yes,Yes,Expensive,"Video, Reel",Neutral,11-25%,HighlyEffective,No,Inauthentic,FriendsFamily,Week,"Influencer, Friends"
40,Male,10-20k,Masters,Emirati,100-250,Weekly,"TikTok, Snapchat",Macro,Reel,1-3,TikTok,Yes,No,NotSure,Reel,VeryLikely,11-25%,HighlyEffective,No,Overpromo,OnlineSearch,Week,"Brand, Friends"
24,Male,10-20k,Masters,Expat-Arab,250-500,Quarterly,"Snapchat, YouTube",Macro,Reel,1-3,Snapchat,Yes,Yes,NotSure,Story,Likely,No,NotEffective,No,Repetitive,InStore,Month,"Friends, Reviews"
35,Male,5-10k,Bachelors,Expat-Arab,<100,Monthly,"YouTube, Facebook, TikTok",Macro,Reel,None,Facebook,Yes,Yes,TooManyOptions,"Post, Video",Unlikely,1-10%,NotEffective,Yes,Unrelatable,SocialMedia,Never,"Influencer, Price"
38,Female,5-10k,Bachelors,Expat-Arab,<100,Monthly,Snapchat,Macro,Video,1-3,Snapchat,No,No,Expensive,"Video, Reel, Post",VeryLikely,1-10%,Neutral,No,Repetitive,InStore,Week,"Brand, Reviews"
18,Male,5-10k,Masters,Emirati,250-500,Weekly,"Snapchat, TikTok, Instagram",Mega,Post,1-3,TikTok,Yes,Yes,NotSure,"Post, Video, Story",Likely,1-10%,SomewhatEffective,Yes,Inauthentic,OnlineSearch,Never,"Ingredients, Friends"
22,Female,<5k,HighSchool,Expat-Western,100-250,Monthly,"YouTube, Instagram",Mega,Reel,1-3,YouTube,No,No,Expensive,Reel,VeryLikely,1-10%,SomewhatEffective,No,Overpromo,OnlineSearch,Month,"Brand, Reviews"
18,Other,5-10k,HighSchool,Expat-Western,<100,Weekly,TikTok,Micro,Story,1-3,TikTok,No,No,Expensive,"Reel, Story",Likely,No,SomewhatEffective,No,Unrelatable,FriendsFamily,Later,"Brand, Friends"
29,Female,5-10k,HighSchool,Expat-Asian,<100,Rarely,"YouTube, Facebook, Instagram",Micro,Reel,1-3,Instagram,No,No,NotTrusted,"Post, Reel",Neutral,No,HighlyEffective,No,Unrelatable,FriendsFamily,Week,"Reviews, Friends"
36,Female,10-20k,Bachelors,Expat-Arab,500-1000,Quarterly,"Facebook, TikTok, Snapchat",Macro,Reel,1-3,Facebook,No,No,NotTrusted,"Post, Story",VeryLikely,1-10%,SomewhatEffective,Yes,Unrelatable,SocialMedia,Week,"Ingredients, Influencer"
41,Male,10-20k,HighSchool,Emirati,500-1000,Monthly,"Instagram, YouTube",Micro,Post,1-3,Instagram,Yes,Yes,TooManyOptions,"Video, Post, Reel",Unlikely,No,HighlyEffective,No,Repetitive,SocialMedia,Immediate,"Friends, Ingredients"
31,Female,10-20k,Masters,Emirati,100-250,Monthly,"Facebook, TikTok, YouTube",Micro,Post,8+,YouTube,Yes,Yes,HardToFind,"Video, Post, Reel",Unlikely,No,SomewhatEffective,Yes,Unrelatable,SocialMedia,Month,"Ingredients, Price"
42,Female,<5k,Bachelors,Expat-Asian,250-500,Rarely,"Facebook, YouTube",Mega,Reel,1-3,YouTube,Yes,Yes,NotTrusted,"Reel, Video, Story",VeryLikely,No,NotEffective,No,Inauthentic,OnlineSearch,Never,"Ingredients, Brand"
21,Female,30k+,Bachelors,Expat-Western,250-500,Monthly,"TikTok, Facebook",Micro,Post,1-3,Facebook,Yes,Yes,HardToFind,"Post, Story",VeryUnlikely,No,SomewhatEffective,No,Unrelatable,SocialMedia,Week,"Friends, Ingredients"
19,Male,30k+,Bachelors,Expat-Arab,250-500,Monthly,YouTube,Mega,Story,1-3,YouTube,No,No,NotTrusted,Reel,Likely,1-10%,NotEffective,No,Repetitive,SocialMedia,Month,"Price, Reviews"
30,Female,10-20k,Bachelors,Emirati,250-500,Monthly,Facebook,Macro,Reel,4-7,Facebook,No,No,Expensive,"Post, Reel, Video",VeryLikely,No,SomewhatEffective,Yes,None,SocialMedia,Immediate,"Ingredients, Friends"
33,Female,30k+,Bachelors,Expat-Asian,250-500,Rarely,"TikTok, Facebook, YouTube",Mega,Story,None,Facebook,Yes,Yes,TooManyOptions,"Video, Reel",VeryLikely,26-50%,SomewhatEffective,No,Unrelatable,SocialMedia,Month,"Ingredients, Brand"
30,Male,10-20k,Masters,Expat-Arab,100-250,Weekly,"Instagram, TikTok",Micro,Story,1-3,TikTok,Yes,Yes,NotTrusted,"Post, Video",Likely,11-25%,SomewhatEffective,No,Unrelatable,SocialMedia,Week,"Price, Reviews"
18,Male,30k+,Masters,Expat-Arab,<100,Monthly,"TikTok, YouTube",Micro,Video,1-3,YouTube,Yes,Yes,Expensive,Post,Neutral,11-25%,Neutral,No,Overpromo,SocialMedia,Week,"Friends, Brand"
30,Female,<5k,Bachelors,Expat-Asian,100-250,Rarely,Facebook,Macro,Post,1-3,Facebook,Yes,Yes,Expensive,Reel,Likely,No,SomewhatEffective,No,Repetitive,FriendsFamily,Week,"Price, Ingredients"
21,Female,5-10k,Masters,Expat-Asian,500-1000,Monthly,Snapchat,Micro,Story,4-7,Snapchat,Yes,No,Expensive,"Reel, Video",Unlikely,1-10%,NotEffective,Yes,None,OnlineSearch,Later,"Price, Friends"
35,Female,5-10k,Masters,Emirati,250-500,Monthly,"Instagram, TikTok",Micro,Reel,None,TikTok,Yes,Yes,NotSure,Reel,Neutral,1-10%,HighlyEffective,No,Repetitive,FriendsFamily,Week,"Reviews, Influencer"
33,Female,5-10k,Masters,Emirati,500-1000,Monthly,YouTube,Micro,Reel,4-7,YouTube,No,No,HardToFind,"Reel, Video, Post",Likely,50%+,NotEffective,No,Unrelatable,OnlineSearch,Week,"Friends, Price"
24,Male,<5k,HighSchool,Other,1000+,Quarterly,"Snapchat, Facebook, Instagram",Micro,Video,None,Snapchat,Yes,Yes,HardToFind,"Video, Reel",Neutral,11-25%,SomewhatEffective,No,Inauthentic,InStore,Immediate,"Brand, Reviews"
27,Female,10-20k,HighSchool,Expat-Arab,<100,Monthly,"Snapchat, YouTube",Micro,Video,None,YouTube,No,No,TooManyOptions,"Story, Video, Reel",VeryUnlikely,1-10%,NotEffective,No,Repetitive,SocialMedia,Never,"Ingredients, Reviews"
23,Female,10-20k,Bachelors,Emirati,250-500,Rarely,Facebook,Mega,Reel,4-7,Facebook,No,No,HardToFind,"Video, Reel",VeryLikely,11-25%,SomewhatEffective,Yes,Unrelatable,OnlineSearch,Month,"Influencer, Reviews"
30,Male,10-20k,Bachelors,Expat-Arab,250-500,Quarterly,"Facebook, Instagram, YouTube",Micro,Post,1-3,Facebook,No,No,NotSure,"Post, Reel, Story",Likely,No,Neutral,No,Repetitive,FriendsFamily,Month,"Influencer, Reviews"
37,Male,<5k,Bachelors,Emirati,1000+,Weekly,"Snapchat, Instagram",Micro,Post,1-3,Snapchat,Yes,No,Expensive,Post,Likely,No,Neutral,Yes,Inauthentic,SocialMedia,Month,"Reviews, Influencer"
24,Female,20-30k,Bachelors,Expat-Arab,1000+,Rarely,"Facebook, YouTube, Instagram",Macro,Story,1-3,YouTube,No,Yes,NotSure,Video,Likely,1-10%,HighlyEffective,No,Unrelatable,SocialMedia,Week,"Friends, Brand"
34,Male,10-20k,Masters,Expat-Western,250-500,Monthly,"Instagram, Facebook, YouTube",Celebrity,Post,1-3,YouTube,No,No,HardToFind,"Reel, Post, Story",Likely,No,NotEffective,No,Inauthentic,OnlineSearch,Month,"Ingredients, Brand"
