Age,Gender,Nationality,Occupation,Income_Bracket,Income_Numeric,Buy_Frequency,Monthly_Spend,Brand_Preferences,Influencer_Purchased,Platforms_Followed,Influencer_Tier,Ad_Formats_Engaged,Engagement_Level,Motivations,Skincare_Concerns,Online_Buying_Challenges,Influencer_1Month_Importance,Likelihood_Buy_Next_Month,Giveaway_Challenge_Participation,Willingness_to_Pay_More,Open_Feedback,Last_Brand_Purchased
18-24,Male,Filipino,Employed part-time,5000-10000,2056.0,2–3 times a month,1089.0,International brands,Yes,"Snapchat,Instagram,TikTok",Micro-influencer,"Post,Long-form Video,Reel/Short Video",Sometimes,"Discounts/offers,Brand reputation","Dryness,Acne,Oily skin","Too many choices,Lack of trust in reviews",Important,Likely,No,0% (none),Share more honest reviews.,Huda Beauty
25-34,Male,British,Unemployed,5000-10000,16979.0,2–3 times a month,1195.0,"Organic/Natural,Drugstore,Dermatologist-recommended",No,"TikTok,YouTube",Mega-influencer,"Reel/Short Video,Long-form Video,Blog/Article",Rarely,"Brand reputation,Packaging/design",Sensitivity,"Delivery issues,Not sure if product suits me",Neutral,Neutral,No,0% (none),,Huda Beauty
25-34,Female,Emirati,Employed full-time,<5000,28673.0,Weekly,1095.0,"Drugstore,International brands,Premium",Yes,"TikTok,Facebook",Micro-influencer,"Reel/Short Video,Long-form Video,Story",Often,"Reviews,Influencer recommendation","Other,Oily skin,Acne",Lack of trust in reviews,Very important,Very unlikely,Maybe,1–10%,Share more honest reviews.,CeraVe
18-24,Female,Emirati,Employed part-time,20000-35000,2862.0,More than once a week,706.0,"K-beauty/J-beauty,Local brands,Drugstore,Premium",No,"Instagram,Other,YouTube",Micro-influencer,"Post,Reel/Short Video",Rarely,"Reviews,Ingredients","Hyperpigmentation,Acne,Sensitivity","Hard to judge authenticity,Delivery issues,Not sure if product suits me",Important,Likely,Maybe,1–10%,Include more before-and-after photos.,CeraVe
25-34,Female,Indian,Employed full-time,20000-35000,3585.0,More than once a week,560.0,"Dermatologist-recommended,Premium,International brands",Yes,YouTube,Micro-influencer,"Live Stream,Long-form Video,Blog/Article",Sometimes,"Ingredients,Friends/family recommendation","Dryness,Acne","Too many choices,Not sure if product suits me",Very important,Neutral,Maybe,0% (none),Be more transparent about paid partnerships.,Huda Beauty
25-34,Female,Other,Employed full-time,10000-20000,31139.0,Once a month,1125.0,"K-beauty/J-beauty,International brands",Yes,"Snapchat,YouTube",Micro-influencer,"Post,Blog/Article",Often,"Discounts/offers,Ingredients","Acne,Oily skin,Aging/wrinkles","Prefer in-store experience,Not sure if product suits me,Lack of trust in reviews",Very important,Likely,Maybe,0% (none),Show skincare routine without filters.,La Roche-Posay
25-34,Female,Pakistani,Business owner,5000-10000,8941.0,Weekly,538.0,"Local brands,Premium,International brands",Yes,TikTok,Macro-influencer,Story,Always,"Discounts/offers,Influencer recommendation",Dryness,"Delivery issues,Prefer in-store experience",Important,Neutral,Yes,11–20%,,CeraVe
25-34,Male,British,Employed full-time,20000-35000,2129.0,Once a month,428.0,"International brands,Drugstore,Local brands",Yes,"Snapchat,Instagram,TikTok",Mega-influencer,"Live Stream,Story",Often,"Discounts/offers,Friends/family recommendation","Acne,Aging/wrinkles,Hyperpigmentation","Lack of trust in reviews,Not sure if product suits me,Too many choices",Important,Very likely,Yes,1–10%,Show skincare routine without filters.,La Roche-Posay
Under 18,Male,Indian,Employed full-time,10000-20000,4681.0,2–3 times a month,88.0,"Local brands,International brands",No,"Instagram,TikTok,Snapchat",Micro-influencer,"Reel/Short Video,Post",Rarely,"Reviews,Friends/family recommendation","Dryness,Acne",Hard to judge authenticity,Important,Neutral,Yes,1–10%,Be more transparent about paid partnerships.,La Roche-Posay
25-34,Prefer not to say,Pakistani,Employed full-time,20000-35000,7380.0,2–3 times a month,577.0,"Dermatologist-recommended,International brands,K-beauty/J-beauty",Yes,"Facebook,YouTube",Micro-influencer,"Story,Post",Often,"Discounts/offers,Reviews","Hyperpigmentation,Dryness,Aging/wrinkles,Acne","Too many choices,Not sure if product suits me,Lack of trust in reviews",Important,Neutral,No,0% (none),Include more before-and-after photos.,CeraVe
25-34,Male,Emirati,Employed full-time,10000-20000,12625.0,Less than once a month,249.0,"Drugstore,Premium",Yes,"TikTok,YouTube,Snapchat",Micro-influencer,"Reel/Short Video,Story,Post",Rarely,"Influencer recommendation,Ingredients",Oily skin,"Lack of trust in reviews,Not sure if product suits me,Delivery issues",Very important,Very likely,Yes,0% (none),Be more transparent about paid partnerships.,Cetaphil
25-34,Female,Pakistani,Employed full-time,20000-35000,13890.0,More than once a week,580.0,"Organic/Natural,Premium,Dermatologist-recommended,Drugstore",Yes,Instagram,Macro-influencer,Long-form Video,Always,"Influencer recommendation,Discounts/offers","Hyperpigmentation,Oily skin,Sensitivity","Hard to judge authenticity,Lack of trust in reviews",Very important,Neutral,No,11–20%,,La Roche-Posay
35-44,Female,Other,Employed full-time,10000-20000,50477.0,Less than once a month,304.0,"Premium,International brands",No,"Instagram,Other,TikTok",Micro-influencer,"Story,Live Stream",Often,"Friends/family recommendation,Ingredients",Acne,"Lack of trust in reviews,Not sure if product suits me,Too many choices",Somewhat important,Very likely,No,1–10%,,Cetaphil
25-34,Female,Pakistani,Unemployed,5000-10000,5051.0,2–3 times a month,1408.0,"Premium,K-beauty/J-beauty,International brands",No,Instagram,Macro-influencer,"Post,Story",Often,"Packaging/design,Influencer recommendation","Acne,Sensitivity,Dryness,Hyperpigmentation",Too many choices,Very important,Very unlikely,Yes,0% (none),Show skincare routine without filters.,
18-24,Female,Egyptian,Employed full-time,>35000,8954.0,Weekly,222.0,"K-beauty/J-beauty,Drugstore,Premium,International brands",Yes,"Facebook,TikTok",Macro-influencer,"Long-form Video,Story",Never,"Discounts/offers,Reviews",Aging/wrinkles,Not sure if product suits me,Important,Likely,Yes,0% (none),,Huda Beauty
18-24,Female,British,Employed full-time,10000-20000,8859.0,Weekly,215.0,"K-beauty/J-beauty,International brands,Dermatologist-recommended,Organic/Natural",Yes,"Facebook,YouTube",Micro-influencer,Live Stream,Sometimes,"Dermatologist advice,Influencer recommendation",Oily skin,"Not sure if product suits me,Too many choices",Somewhat important,Very unlikely,No,Over 30%,Show skincare routine without filters.,
25-34,Female,Indian,Student,10000-20000,6683.0,Once a month,176.0,Local brands,No,"Facebook,Other",Celebrity influencer,Story,Often,"Discounts/offers,Ingredients",Sensitivity,"Lack of trust in reviews,Too many choices,Prefer in-store experience",Very important,Unlikely,Maybe,1–10%,,Huda Beauty
Under 18,Female,Other,Employed part-time,5000-10000,3668.0,2–3 times a month,412.0,"K-beauty/J-beauty,Local brands,Dermatologist-recommended,Organic/Natural",No,Instagram,Micro-influencer,"Live Stream,Story,Reel/Short Video",Often,"Discounts/offers,Brand reputation","Oily skin,Aging/wrinkles,Dryness,Hyperpigmentation","Lack of trust in reviews,Not sure if product suits me,Prefer in-store experience",Neutral,Likely,Maybe,0% (none),,Huda Beauty
25-34,Female,Emirati,Employed full-time,10000-20000,36131.0,Weekly,338.0,"Premium,K-beauty/J-beauty,Local brands,International brands",Yes,"YouTube,Facebook",Celebrity influencer,"Long-form Video,Reel/Short Video,Story",Never,"Reviews,Brand reputation","Oily skin,Aging/wrinkles,Hyperpigmentation","Delivery issues,Not sure if product suits me,Lack of trust in reviews",Very important,Neutral,Yes,21–30%,Include more before-and-after photos.,La Roche-Posay
45 or older,Male,Filipino,Homemaker,10000-20000,19275.0,Once a month,1071.0,International brands,No,Instagram,Micro-influencer,"Blog/Article,Story,Post",Always,"Discounts/offers,Influencer recommendation","Aging/wrinkles,Acne,Hyperpigmentation","Prefer in-store experience,Not sure if product suits me,Hard to judge authenticity",Very important,Unlikely,No,0% (none),Be more transparent about paid partnerships.,The Ordinary
25-34,Female,Indian,Employed part-time,5000-10000,8208.0,2–3 times a month,811.0,"Dermatologist-recommended,International brands,Organic/Natural,Drugstore",No,"Instagram,TikTok,YouTube",Micro-influencer,"Reel/Short Video,Long-form Video,Live Stream",Never,"Packaging/design,Friends/family recommendation",Dryness,"Hard to judge authenticity,Too many choices",Neutral,Likely,Maybe,11–20%,Be more transparent about paid partnerships.,The Ordinary
25-34,Female,Emirati,Homemaker,<5000,10320.0,Once a month,175.0,Organic/Natural,No,"Facebook,Instagram",Macro-influencer,"Blog/Article,Story",Sometimes,"Ingredients,Brand reputation",Aging/wrinkles,"Lack of trust in reviews,Prefer in-store experience,Too many choices",Very important,Very likely,No,0% (none),Include more before-and-after photos.,CeraVe
25-34,Male,Filipino,Employed full-time,10000-20000,4320.0,2–3 times a month,1039.0,"Dermatologist-recommended,Drugstore",No,"YouTube,Instagram,Other",Macro-influencer,Story,Often,"Discounts/offers,Reviews","Hyperpigmentation,Acne,Dryness,Sensitivity",Too many choices,Very important,Unlikely,Yes,0% (none),,
25-34,Female,Indian,Employed part-time,10000-20000,9063.0,Weekly,408.0,International brands,No,YouTube,Mega-influencer,Reel/Short Video,Never,"Influencer recommendation,Ingredients","Acne,Dryness","Hard to judge authenticity,Prefer in-store experience",Important,Neutral,Yes,1–10%,Include more before-and-after photos.,Cetaphil
25-34,Female,Filipino,Employed full-time,10000-20000,12686.0,2–3 times a month,526.0,K-beauty/J-beauty,Yes,"Snapchat,YouTube",Micro-influencer,"Post,Reel/Short Video,Long-form Video",Never,"Discounts/offers,Packaging/design",Acne,Lack of trust in reviews,Neutral,Likely,Yes,0% (none),Share more honest reviews.,Glow Recipe
45 or older,Female,Pakistani,Other,5000-10000,8516.0,2–3 times a month,142.0,"K-beauty/J-beauty,Premium",No,"Instagram,Snapchat,Facebook",Celebrity influencer,Long-form Video,Often,"Ingredients,Friends/family recommendation","Dryness,Aging/wrinkles,Hyperpigmentation,Acne",Lack of trust in reviews,Somewhat important,Likely,Yes,0% (none),Show skincare routine without filters.,
25-34,Male,Emirati,Employed part-time,10000-20000,43707.0,2–3 times a month,977.0,"Drugstore,Organic/Natural,Premium",Yes,"Instagram,YouTube,Facebook",Micro-influencer,"Post,Story",Sometimes,"Discounts/offers,Reviews","Dryness,Other,Aging/wrinkles,Oily skin","Too many choices,Not sure if product suits me",Important,Very likely,Yes,21–30%,,The Ordinary
45 or older,Female,Indian,Employed full-time,<5000,10505.0,2–3 times a month,327.0,"Organic/Natural,K-beauty/J-beauty,Local brands,Dermatologist-recommended",No,YouTube,Micro-influencer,Reel/Short Video,Never,"Discounts/offers,Dermatologist advice","Acne,Hyperpigmentation","Hard to judge authenticity,Lack of trust in reviews,Delivery issues",Somewhat important,Neutral,No,0% (none),Include more before-and-after photos.,Huda Beauty
45 or older,Female,Pakistani,Employed full-time,5000-10000,6172.0,Less than once a month,1561.0,"International brands,Dermatologist-recommended,Organic/Natural",Yes,Instagram,Micro-influencer,Long-form Video,Often,"Influencer recommendation,Friends/family recommendation","Dryness,Oily skin,Acne,Hyperpigmentation","Hard to judge authenticity,Not sure if product suits me,Prefer in-store experience",Important,Likely,Yes,11–20%,,Huda Beauty
18-24,Male,Indian,Employed full-time,<5000,15312.0,Once a month,381.0,"International brands,Dermatologist-recommended,Drugstore",Yes,"TikTok,Snapchat,Instagram",Mega-influencer,Blog/Article,Often,"Friends/family recommendation,Ingredients",Aging/wrinkles,"Too many choices,Lack of trust in reviews,Not sure if product suits me",Very important,Unlikely,No,0% (none),Share more honest reviews.,
18-24,Male,British,Employed part-time,5000-10000,3682.0,2–3 times a month,1018.0,"Drugstore,International brands,K-beauty/J-beauty,Local brands",No,"Instagram,TikTok",Macro-influencer,"Long-form Video,Post,Reel/Short Video",Sometimes,"Reviews,Discounts/offers","Oily skin,Aging/wrinkles,Dryness,Acne",Delivery issues,Very important,Neutral,Yes,21–30%,Be more transparent about paid partnerships.,
18-24,Non-binary/Other,Pakistani,Employed full-time,5000-10000,6368.0,2–3 times a month,298.0,"Drugstore,Premium",No,"TikTok,Snapchat,Instagram",Micro-influencer,"Post,Story",Rarely,"Influencer recommendation,Discounts/offers",Other,Hard to judge authenticity,Somewhat important,Very unlikely,Yes,Over 30%,Include more before-and-after photos.,Cetaphil
Under 18,Male,Egyptian,Employed full-time,5000-10000,5835.0,2–3 times a month,392.0,"Drugstore,International brands,Local brands",Yes,YouTube,Micro-influencer,"Reel/Short Video,Long-form Video",Never,"Influencer recommendation,Ingredients",Aging/wrinkles,"Hard to judge authenticity,Too many choices",Somewhat important,Unlikely,No,0% (none),,The Ordinary
18-24,Female,British,Employed full-time,<5000,7088.0,Once a month,436.0,"Premium,Drugstore,International brands",Yes,Snapchat,Micro-influencer,"Blog/Article,Post",Often,"Reviews,Influencer recommendation",Aging/wrinkles,"Prefer in-store experience,Not sure if product suits me,Too many choices",Very important,Neutral,Maybe,1–10%,Be more transparent about paid partnerships.,
25-34,Female,Filipino,Employed part-time,5000-10000,15700.0,2–3 times a month,425.0,"Drugstore,Organic/Natural,K-beauty/J-beauty",Yes,"Instagram,Snapchat",Micro-influencer,"Post,Reel/Short Video",Sometimes,"Discounts/offers,Friends/family recommendation","Hyperpigmentation,Oily skin,Aging/wrinkles,Dryness","Delivery issues,Not sure if product suits me,Prefer in-store experience",Important,Unlikely,Yes,11–20%,Be more transparent about paid partnerships.,La Roche-Posay
18-24,Male,British,Homemaker,10000-20000,7958.0,Once a month,328.0,"Dermatologist-recommended,Local brands,Premium",No,"TikTok,YouTube",Macro-influencer,"Reel/Short Video,Blog/Article",Often,"Ingredients,Discounts/offers",Sensitivity,"Prefer in-store experience,Hard to judge authenticity,Too many choices",Very important,Very likely,Yes,0% (none),,
18-24,Female,Indian,Business owner,5000-10000,16220.0,More than once a week,260.0,"Drugstore,Local brands,Organic/Natural",No,"Snapchat,Instagram",Macro-influencer,Post,Often,"Packaging/design,Dermatologist advice",Oily skin,"Prefer in-store experience,Delivery issues,Not sure if product suits me",Very important,Likely,Yes,1–10%,Show skincare routine without filters.,CeraVe
35-44,Female,Indian,Business owner,5000-10000,9733.0,2–3 times a month,419.0,"International brands,Premium,Drugstore",Yes,"TikTok,Instagram",Macro-influencer,"Post,Story",Sometimes,"Influencer recommendation,Brand reputation","Dryness,Oily skin,Hyperpigmentation,Acne",Prefer in-store experience,Very important,Very unlikely,No,21–30%,Show skincare routine without filters.,CeraVe
Under 18,Female,Egyptian,Employed full-time,20000-35000,5768.0,Less than once a month,445.0,International brands,No,"YouTube,Instagram,TikTok",Celebrity influencer,"Reel/Short Video,Blog/Article",Rarely,"Reviews,Friends/family recommendation",Oily skin,"Prefer in-store experience,Too many choices,Not sure if product suits me",Somewhat important,Very likely,Maybe,0% (none),Include more before-and-after photos.,Glow Recipe
35-44,Male,Filipino,Student,<5000,16946.0,Less than once a month,740.0,"Premium,Drugstore,Organic/Natural,International brands",No,YouTube,Micro-influencer,Long-form Video,Always,"Reviews,Dermatologist advice","Dryness,Sensitivity,Aging/wrinkles","Prefer in-store experience,Too many choices",Not important,Very likely,No,11–20%,Be more transparent about paid partnerships.,Neutrogena
18-24,Female,Egyptian,Employed part-time,10000-20000,4450.0,More than once a week,432.0,"Drugstore,Dermatologist-recommended,International brands",Yes,"TikTok,YouTube,Snapchat",Micro-influencer,Long-form Video,Sometimes,"Friends/family recommendation,Influencer recommendation","Dryness,Oily skin",Lack of trust in reviews,Neutral,Neutral,Maybe,0% (none),Include more before-and-after photos.,Huda Beauty
18-24,Male,Egyptian,Employed full-time,<5000,4287.0,Once a month,343.0,"Premium,Drugstore,Dermatologist-recommended,Organic/Natural",No,"Instagram,YouTube",Macro-influencer,"Blog/Article,Long-form Video,Reel/Short Video",Sometimes,"Friends/family recommendation,Influencer recommendation","Hyperpigmentation,Sensitivity,Oily skin",Not sure if product suits me,Somewhat important,Neutral,Yes,1–10%,Show skincare routine without filters.,CeraVe
25-34,Female,Egyptian,Employed full-time,<5000,8320.0,Weekly,446.0,International brands,Yes,"TikTok,Instagram",Macro-influencer,"Reel/Short Video,Story",Always,"Influencer recommendation,Discounts/offers","Aging/wrinkles,Hyperpigmentation,Sensitivity","Hard to judge authenticity,Not sure if product suits me",Important,Neutral,Yes,0% (none),,Glow Recipe
